instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicn5 classical 11 static 0.12 0.00 0.00 0.02 0.08 20 232 8 113 75
katsuranh6 classical 4 perturbation 0.39 0.23 0.21 0.01 0.13 22 528 6 70 48
cyclicnh4 classical 15 caboara-perry 0.06 0.05 0.03 0.00 0.00 5 21 5 8 3
katsuranh6 classical 5 static 0.13 0.00 0.00 0.01 0.10 22 528 6 70 48
cyclicnh5 F4 21 static 0.07 0.00 0.00 0.02 0.04 38 538 13 350 89
katsuran4 classical 23 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
cyclicnh5 F4 24 perturbation 0.12 0.06 0.05 0.03 0.02 12 171 7 140 19
cyclicn6 F4 12 perturbation 1.19 0.13 0.10 0.28 0.70 45 1135 9 1710 497
cyclicn5 classical 15 static 0.12 0.00 0.00 0.02 0.09 20 232 8 113 75
katsuranh4 F4 22 caboara-perry 0.07 0.06 0.03 0.00 0.00 9 65 5 66 9
cyclicnh5 classical 2 caboara-perry 0.24 0.16 0.11 0.02 0.04 21 296 12 49 28
cyclicnh6 classical 16 caboara-perry 1.33 0.65 0.39 0.07 0.56 48 2580 14 153 105
cyclicnh5 F4 29 static 0.07 0.00 0.00 0.01 0.04 38 538 13 350 89
katsuran4 classical 0 caboara-perry 0.07 0.05 0.04 0.00 0.01 7 55 4 12 5
katsuranh4 classical 12 perturbation 0.05 0.04 0.04 0.00 0.00 7 49 4 12 5
cyclicnh5 classical 1 static 0.13 0.00 0.00 0.03 0.09 38 538 13 113 75
katsuran6 F4 10 caboara-perry 0.45 0.34 0.26 0.02 0.07 21 518 6 375 62
katsuran5 classical 11 static 0.03 0.00 0.00 0.00 0.02 13 168 5 31 18
cyclicnh5 classical 3 static 0.13 0.00 0.00 0.02 0.10 38 538 13 113 75
katsuranh4 F4 24 perturbation 0.06 0.05 0.04 0.00 0.00 7 49 4 44 6
cyclicn5 F4 21 static 0.09 0.00 0.00 0.03 0.04 20 232 8 364 87
cyclicnh6 F4 13 static 0.67 0.00 0.00 0.10 0.51 99 3502 15 1344 386
katsuranh5 classical 16 caboara-perry 0.27 0.23 0.18 0.01 0.02 14 197 5 34 20
katsuranh4 F4 27 caboara-perry 0.08 0.06 0.04 0.01 0.01 9 65 5 66 9
katsuran5 classical 29 caboara-perry 0.21 0.17 0.13 0.01 0.02 12 193 6 32 16
katsuranh4 F4 14 caboara-perry 0.06 0.04 0.03 0.00 0.01 9 65 5 66 9
katsuran6 classical 12 caboara-perry 0.63 0.37 0.28 0.05 0.17 23 593 6 72 49
katsuranh4 F4 15 caboara-perry 0.08 0.06 0.05 0.00 0.01 9 65 5 66 9
katsuranh6 F4 25 caboara-perry 0.86 0.76 0.48 0.02 0.07 22 540 6 382 64
katsuran4 F4 29 static 0.01 0.00 0.00 0.00 0.00 7 49 4 44 6
katsuran5 classical 1 perturbation 0.13 0.10 0.09 0.01 0.02 13 168 5 31 18
cyclicnh6 classical 17 static 2.24 0.00 0.00 0.15 2.04 99 3502 15 389 290
katsuran6 F4 21 caboara-perry 0.57 0.43 0.35 0.02 0.09 21 518 6 375 62
katsuran5 F4 2 perturbation 0.08 0.04 0.04 0.00 0.02 13 168 5 219 49
katsuranh4 F4 2 perturbation 0.06 0.05 0.05 0.00 0.00 7 49 4 44 6
katsuranh6 F4 7 static 0.09 0.00 0.00 0.01 0.07 22 528 6 389 61
katsuran4 F4 4 caboara-perry 0.03 0.02 0.02 0.00 0.00 7 49 4 44 6
cyclicn6 classical 18 caboara-perry 5.65 1.83 1.33 0.44 3.22 19 360 48 406 274
cyclicn6 classical 24 static 2.52 0.00 0.00 0.21 2.25 45 1135 9 354 255
cyclicn6 classical 29 perturbation 2.70 0.57 0.48 0.15 1.90 45 1135 9 354 255
katsuran5 F4 24 static 0.03 0.00 0.00 0.00 0.01 13 168 5 140 22
katsuranh4 F4 11 caboara-perry 0.07 0.06 0.05 0.00 0.00 9 65 5 66 9
cyclicn5 F4 26 static 0.08 0.00 0.00 0.02 0.05 20 232 8 364 87
cyclicn6 classical 15 caboara-perry 5.33 1.77 1.30 0.41 3.00 19 360 48 406 274
katsuran5 F4 17 perturbation 0.09 0.05 0.04 0.01 0.03 13 168 5 219 49
katsuran4 classical 17 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
katsuranh4 F4 0 static 0.01 0.00 0.00 0.00 0.00 7 49 4 44 6
cyclicnh5 F4 24 static 0.07 0.00 0.00 0.02 0.04 38 538 13 350 89
cyclicnh4 F4 13 static 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh5 F4 7 static 0.08 0.00 0.00 0.02 0.05 38 538 13 350 89
cyclicn4 F4 13 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuran6 classical 7 caboara-perry 0.61 0.35 0.25 0.04 0.18 23 593 6 72 49
katsuranh6 F4 21 perturbation 0.20 0.07 0.06 0.01 0.09 22 528 6 537 123
katsuranh4 classical 22 caboara-perry 0.15 0.11 0.09 0.00 0.02 8 58 4 15 7
cyclicnh6 F4 6 static 0.63 0.00 0.00 0.12 0.46 99 3502 15 1344 386
katsuran5 F4 11 perturbation 0.08 0.04 0.04 0.00 0.02 13 168 5 219 49
