instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicnh4 F4 27 caboara-perry 0.10 0.09 0.03 0.00 0.00 7 29 8 38 6
econh4 F4 5 caboara-perry 0.11 0.09 0.04 0.00 0.00 10 44 6 56 10
econh4 classical 4 perturbation 0.06 0.05 0.04 0.00 0.00 8 34 5 14 6
katsuran6 classical 21 static 0.26 0.00 0.00 0.02 0.23 22 528 6 70 48
cyclicnh6 F4 0 static 0.88 0.00 0.00 0.16 0.61 99 3502 15 1344 386
katsuranh4 F4 23 caboara-perry 0.15 0.13 0.05 0.00 0.01 9 65 5 66 9
butcher8 F4 24 static 2.04 0.00 0.00 0.45 1.46 54 1796 4 2136 293
katsuran6 F4 17 perturbation 0.39 0.09 0.08 0.02 0.24 22 528 6 537 123
f633 classical 3 static 0.73 0.00 0.00 0.08 0.62 47 1022 4 214 167
econ7 classical 21 static 0.76 0.00 0.00 0.07 0.67 32 747 4 153 113
katsuran4 F4 8 static 0.02 0.00 0.00 0.00 0.01 7 49 4 44 6
katsuranh4 F4 24 caboara-perry 0.15 0.13 0.05 0.00 0.01 9 65 5 66 9
katsuran7 classical 20 perturbation 2.43 0.60 0.52 0.06 1.72 41 1923 7 169 128
econ4 F4 2 static 0.01 0.00 0.00 0.00 0.00 7 29 2 35 7
econ7 F4 2 perturbation 0.46 0.08 0.07 0.07 0.26 32 747 4 1133 129
cyclicn7 F4 17 caboara-perry 371.34 102.58 32.00 20.78 241.49 135 17053 37 50945 2794
cyclicn7 F4 1 caboara-perry 367.30 105.45 33.84 20.72 234.64 135 17053 37 50945 2794
econ5 F4 3 static 0.04 0.00 0.00 0.01 0.02 11 82 3 149 22
econ7 classical 15 static 0.78 0.00 0.00 0.07 0.69 32 747 4 153 113
econh6 classical 13 static 0.20 0.00 0.00 0.02 0.16 28 346 9 94 66
cyclicn7 classical 21 static 486.50 0.00 0.00 6.16 479.21 209 27185 12 2099 1625
katsuranh4 classical 21 static 0.02 0.00 0.00 0.00 0.00 7 49 4 12 5
econh6 F4 15 caboara-perry 1.49 1.34 0.42 0.03 0.08 29 381 7 384 81
cyclicnh6 classical 25 perturbation 1.17 0.53 0.46 0.04 0.56 34 1540 9 102 65
econ6 F4 12 caboara-perry 1.07 0.79 0.31 0.07 0.17 7 104 14 931 48
econh7 classical 1 perturbation NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 24 caboara-perry 65.60 27.43 1.33 0.84 37.04 113 29371 13 429 316
econ6 classical 28 static 0.12 0.00 0.00 0.01 0.09 18 232 4 61 41
econh6 F4 27 static 0.10 0.00 0.00 0.01 0.07 28 346 9 468 67
katsuranh6 classical 15 static 0.27 0.00 0.00 0.02 0.23 22 528 6 70 48
econh6 classical 9 caboara-perry 1.93 1.19 0.39 0.14 0.54 35 534 8 130 95
fateman classical 15 caboara-perry 2.37 1.71 1.04 0.04 0.58 43 1882 20 110 67
econh6 F4 14 caboara-perry 1.42 1.29 0.38 0.03 0.07 29 381 7 384 81
cyclicnh4 F4 14 perturbation 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
noon7 F4 23 caboara-perry NA NA NA NA NA NA NA NA NA NA
katsuranh5 F4 2 caboara-perry 0.44 0.39 0.16 0.01 0.03 13 169 5 155 21
katsuran4 F4 17 perturbation 0.07 0.05 0.05 0.00 0.01 7 49 4 44 6
cyclicn6 F4 24 caboara-perry 6.92 2.28 1.28 1.03 3.35 21 415 48 4892 440
econh5 F4 24 caboara-perry 0.52 0.44 0.19 0.01 0.04 20 153 10 288 40
econ6 F4 14 perturbation 0.16 0.07 0.06 0.02 0.06 18 232 4 417 46
econh5 F4 17 perturbation 0.10 0.07 0.06 0.00 0.01 15 98 6 123 24
cyclicnh7 classical 27 static 479.93 0.00 0.00 4.98 474.11 443 79897 19 2199 1756
cyclicnh5 F4 3 static 0.10 0.00 0.00 0.02 0.06 38 538 13 350 89
econh7 F4 9 static 0.60 0.00 0.00 0.06 0.49 51 1127 10 1185 171
cyclicnh5 F4 14 perturbation 0.11 0.07 0.06 0.00 0.03 12 171 7 140 19
fatemanh classical 23 caboara-perry 0.79 0.60 0.31 0.02 0.15 22 925 12 47 25
econ5 F4 27 caboara-perry 0.21 0.17 0.08 0.01 0.02 11 80 3 152 21
fateman F4 1 static 0.20 0.00 0.00 0.01 0.17 27 1009 14 433 38
econh6 F4 27 perturbation 0.24 0.09 0.08 0.03 0.09 28 346 9 617 132
katsuran4 classical 27 perturbation 0.07 0.05 0.04 0.00 0.01 7 49 4 12 5
katsuran7 classical 18 caboara-perry 4.20 1.27 0.44 0.28 2.57 43 2156 7 177 134
katsuranh4 classical 15 caboara-perry 0.28 0.25 0.10 0.00 0.01 8 58 4 15 7
cyclicn7 classical 6 static 464.07 0.00 0.00 5.93 457.23 209 27185 12 2099 1625
econh5 F4 1 static 0.03 0.00 0.00 0.00 0.01 15 104 7 142 22
cyclicnh4 F4 25 static 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh6 F4 21 static 1.01 0.00 0.00 0.17 0.71 99 3502 15 1344 386
butcher8 F4 17 caboara-perry NA NA NA NA NA NA NA NA NA NA
katsuran5 F4 20 caboara-perry 0.35 0.29 0.16 0.01 0.03 13 168 5 140 22
