instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicn5 classical 15 random 0.57 0.22 0.17 0.04 0.27 20 232 8 113 75
katsuran5 F4 12 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 13 random 0.10 0.04 0.03 0.01 0.04 13 168 5 219 49
katsuran6 classical 7 random 0.43 0.15 0.12 0.02 0.24 22 528 6 70 48
katsuran5 F4 14 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 15 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuranh6 classical 25 random 0.60 0.21 0.16 0.02 0.34 22 528 6 70 48
katsuran5 F4 16 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 17 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
cyclicn5 classical 16 random 0.60 0.24 0.19 0.04 0.28 20 232 8 113 75
katsuran6 classical 8 random 0.44 0.15 0.12 0.02 0.25 22 528 6 70 48
katsuran5 F4 18 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 19 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 20 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 21 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuranh6 classical 26 random 0.60 0.20 0.15 0.02 0.34 22 528 6 70 48
katsuran5 F4 22 random 0.11 0.04 0.04 0.01 0.04 13 168 5 219 49
cyclicn5 classical 17 random 0.50 0.22 0.17 0.03 0.21 20 232 8 113 75
katsuran6 classical 9 random 0.48 0.16 0.13 0.02 0.28 22 528 6 70 48
katsuran5 F4 23 random 0.12 0.05 0.04 0.01 0.05 13 168 5 219 49
katsuran5 F4 24 random 0.13 0.05 0.04 0.01 0.05 13 168 5 219 49
katsuran5 F4 25 random 0.13 0.05 0.04 0.01 0.05 13 168 5 219 49
katsuranh6 classical 27 random 0.51 0.19 0.14 0.02 0.27 22 528 6 70 48
katsuran6 classical 10 random 0.44 0.15 0.12 0.02 0.24 22 528 6 70 48
katsuran5 F4 26 random 0.14 0.05 0.05 0.01 0.05 13 168 5 219 49
cyclicn5 classical 18 random 0.61 0.24 0.19 0.04 0.29 20 232 8 113 75
katsuran5 F4 27 random 0.13 0.05 0.04 0.01 0.05 13 168 5 219 49
katsuran5 F4 28 random 0.13 0.05 0.04 0.01 0.05 13 168 5 219 49
katsuran6 classical 11 random 0.43 0.15 0.12 0.02 0.24 22 528 6 70 48
katsuran5 F4 29 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
katsuranh6 classical 28 random 0.47 0.16 0.12 0.02 0.26 22 528 6 70 48
katsuranh5 classical 0 random 0.16 0.10 0.08 0.01 0.04 13 168 5 31 18
cyclicn5 classical 19 random 0.62 0.25 0.19 0.05 0.28 20 232 8 113 75
katsuranh5 classical 1 random 0.17 0.10 0.08 0.01 0.05 13 168 5 31 18
katsuran6 classical 12 random 0.43 0.15 0.12 0.02 0.24 22 528 6 70 48
katsuranh5 classical 2 random 0.21 0.12 0.10 0.01 0.05 13 168 5 31 18
katsuranh6 classical 29 random 0.63 0.21 0.15 0.02 0.36 22 528 6 70 48
katsuranh5 classical 3 random 0.21 0.13 0.10 0.01 0.05 13 168 5 31 18
katsuran6 classical 13 random 0.43 0.15 0.12 0.02 0.24 22 528 6 70 48
cyclicn5 classical 20 random 0.61 0.26 0.20 0.05 0.27 23 276 9 129 84
katsuranh5 classical 4 random 0.21 0.13 0.10 0.01 0.05 13 168 5 31 18
katsuranh6 F4 0 random 0.50 0.07 0.05 0.03 0.35 22 528 6 537 123
katsuranh5 classical 5 random 0.20 0.12 0.09 0.01 0.05 13 168 5 31 18
katsuran6 classical 14 random 0.44 0.15 0.12 0.02 0.24 22 528 6 70 48
katsuranh5 classical 6 random 0.17 0.11 0.09 0.01 0.04 13 168 5 31 18
katsuranh6 F4 1 random 0.29 0.07 0.05 0.02 0.17 22 528 6 537 123
katsuranh5 classical 7 random 0.16 0.10 0.08 0.00 0.04 13 168 5 31 18
katsuranh5 classical 8 random 0.16 0.10 0.08 0.01 0.04 13 168 5 31 18
katsuranh6 F4 2 random 0.28 0.05 0.04 0.02 0.16 22 528 6 537 123
katsuran6 classical 15 random 0.44 0.15 0.12 0.02 0.25 22 528 6 70 48
katsuranh5 classical 9 random 0.15 0.09 0.07 0.01 0.04 13 168 5 31 18
katsuranh6 F4 3 random 0.28 0.06 0.04 0.02 0.16 22 528 6 537 123
katsuranh5 classical 10 random 0.28 0.22 0.08 0.01 0.04 13 168 5 31 18
katsuranh5 classical 11 random 0.16 0.10 0.08 0.01 0.04 13 168 5 31 18
katsuran6 classical 16 random 0.64 0.28 0.25 0.02 0.30 22 528 6 70 48
katsuranh6 F4 4 random 0.40 0.06 0.04 0.02 0.28 22 528 6 537 123
katsuranh5 classical 12 random 0.18 0.11 0.08 0.01 0.05 13 168 5 31 18
cyclicn5 classical 21 random 1.57 0.52 0.40 0.18 0.81 22 264 9 175 112
katsuranh5 classical 13 random 0.21 0.13 0.10 0.01 0.05 13 168 5 31 18
katsuranh6 F4 5 random 0.28 0.05 0.04 0.02 0.17 22 528 6 537 123
